"id","user_id","content","timestamp","roles"
"53","1","can i enroll in multiple instrument courses at once","2024-03-19 06:48:38.479424","parent"
"54","1","how can i inform i want to enrol in multiple courses?","2024-03-19 06:49:07.520584","parent"
"55","1","how many courses are available here?","2024-03-19 06:50:00.148701","parent"
"56","1","what is the max payemnt that i can transfer? is tehre any limittt$$?","2024-03-19 06:53:35.419111","parent"
"61","1","are you daft? i need to do this","2024-03-19 07:11:16.529369","parent"
"62","1","i need mroe info for guitar courses","2024-03-19 07:11:29.484408","parent"
"63","1","can you help me","2024-03-19 07:11:34.797839","parent"
"64","1","can you connect me to a staff","2024-03-19 07:11:49.124467","parent"
"65","1","i need a staff","2024-03-19 07:11:53.822745","parent"
"66","1","please to handle my queries i want to meet or connect to a staff","2024-03-19 07:12:09.363310","parent"
"67","1","who is online? can i know what do you mean to surpass i course","2024-03-19 07:12:33.239139","parent"
"68","1","how can i reschedule class? can i inform the teacher if i am not going to clas and then reschedule with the teacher?","2024-03-19 07:14:18.717329","parent"
"69","1","can i know a progress from my chil? or through exams?i nee to see a progress?","2024-03-19 07:16:31.416608","parent"
"70","1","is there a way i can see both of my children progress abr?","2024-03-19 07:16:52.756825","parent"
"71","1","when willa ctiviteis be informed to parents?","2024-03-19 07:18:16.488759","parent"
"72","1","will upcoming activities be given to parents earlier so that we would know and plan in advance?","2024-03-19 07:19:04.161644","parent"
"73","1","can i talk to a staff to inquire more on a particular course","2024-03-19 07:19:28.300977","parent"
"74","1","can i talk to a staf  to ask mroe abot school openings?","2024-03-19 07:19:56.595513","parent"
"75","1","are schools closed during public holidays","2024-03-19 07:20:08.500908","parent"
"76","1","how many courses availabale for piano","2024-03-19 07:20:35.246545","parent"
"77","1","how many courses available for guitar? can i enroll in multiple courses?","2024-03-19 07:21:07.245000","parent"
"78","1","i want to enrol in multiple courses. I JSUT DONT JKNWOW HOW T","2024-03-19 07:21:31.079104","parent"
"79","1","I WAN TOT ENROLL IN MULTIPLE COURSES PLEASES SESEE","2024-03-19 07:21:43.749375","parent"
"80","1","HELP ME TO RESOLVE THIS PAYMENT STUFF PELASE. I JUST WANT TO PAY","2024-03-19 07:22:03.404616","parent"
"81","1","is there any way i can skip a book? because i have no time to play all songs iots tiring me out.","2024-03-19 07:22:30.888747","parent"
"82","1","is there a way for mew to inqwuire any type of feees that are required to pay?","2024-03-19 09:55:05.301369","parent"
"83","1","how can i change timing with the teacher for my class? becasue i cant seem to commit with my class on Saturdays","2024-03-19 09:57:10.567163","parent"
"84","1","i wan tot change classes, please can i discuss with someone","2024-03-19 09:57:37.589193","parent"
"85","1","should i discusss with a staff so i can change classes please","2024-03-19 09:57:55.326642","parent"
"86","1","i forgot my password, can you help","2024-03-19 09:58:34.882049","parent"
"87","1","why is there something wrong with my account","2024-03-19 09:58:43.737130","parent"
"88","1","where can i see activities that i did last event? please can i see","2024-03-19 09:59:33.416484","parent"
"89","1","what other courses do you offer at this school? can i see and can i know if there are any availabale","2024-03-19 10:00:04.890449","parent"
"90","1","i ma currently doing guitar, i wanna CHANGE TO PIANO. IS TEHRE ANY WAY I CAN CHECK THE AVAILABLE COURSES?","2024-03-19 10:00:43.034964","parent"
"91","1","CAN I KNOW OR NOT BECAUSE HERE IN THE SYSTEM MIGHT NOT HAVE THAT FEATURE","2024-03-19 10:01:10.117973","parent"
"92","1","IW ANNA CHANGE COURSDE","2024-03-19 10:01:18.785794","parent"
"93","1","can i  see the list of the childeren of i registered?","2024-03-19 10:05:42.084620","parent"
"94","1","what is the latest activity that my chilrean who are registered HAVE NEXT?? LIKE do thwey have a any classes next? where can i see or know","2024-03-19 10:06:46.767072","parent"
"95","1","can you provide me wiuth details","2024-03-19 10:06:54.046734","parent"
"96","1","whats your name","2024-03-19 10:07:23.706112","parent"
"97","1","are you A.I.?","2024-03-19 10:07:26.829622","parent"
"98","1","hello, i have inquries regarding any school fees, can i know can we pay it in advance","2024-03-19 10:07:54.811338","parent"
"99","1","if i dont pay school fees for a few montghs can i extend my classes","2024-03-19 10:08:15.698946","parent"
"100","1","how long","2024-03-19 10:08:19.340944","parent"
"101","1","can i ask a staff","2024-03-19 10:08:35.823544","parent"
"102","1","can you reach mye out to a staff so i can messag e","2024-03-19 10:08:46.708986","parent"
"103","1","if my kid is unable to attend class, can i send a reason why he isnt able to go to school\","2024-03-19 10:09:29.497195","parent"
"104","1","if my kid is unable to attend class, can i send a reason why he isnt able to go to school\","2024-03-19 10:09:30.718859","parent"
"105","1","what type of reasons that are available that i can send","2024-03-19 10:09:43.094739","parent"
"106","1","can i send please","2024-03-19 10:09:47.879774","parent"
"107","1","if i Go @ school, can i receive a bonus mark","2024-03-19 10:10:30.989988","parent"
"108","1","i wanna inquire about clases, can i ask please","2024-03-19 10:10:48.001502","parent"
"109","1","do you open on public holidays","2024-03-19 10:11:11.288879","parent"
"110","1","if i dont wanna go to class, where can i go durign public holidays","2024-03-19 10:11:52.475093","parent"
"111","1","how many days prior should i inform if i am not coming to class?","2024-03-19 10:13:56.058120","parent"
"112","1","I am not ccoming to class, where can i upload my reasons?","2024-03-19 10:14:09.248569","parent"
"113","1","Where can I SEE THE MONTHS THAT I HAVE PAID? IF TEHRE ARE ANY THAT I HAVENT,","2024-03-19 10:14:47.797188","parent"
"114","1","HOW MANY FEATURES DOES THIS SYSTEM HAVE","2024-03-19 10:15:03.409603","parent"
"115","1","ARE THERE ANY PENALTIES IF I AM UNABLE TO COME TO SCHOOL FOR A FEW RIMES?","2024-03-19 10:15:51.332934","parent"
"116","1","HOW TO PAY FOR EXAM FEES","2024-03-19 10:16:43.618919","parent"
"117","1","E EXAM THIS UPCOMING MARCH. CAN I PAY IN ADVANCE OR IS TEHRE ANY RESTRICTED MONTH PERIOD THAT I HAVE TO PAY","2024-03-19 10:17:15.114443","parent"
"118","1","BEFORE WHEN","2024-03-19 10:17:20.784741","parent"
"119","1","CAN YOU HELP ME DECIDE WHETHER WHICH COURSE TO GO FOR IF I HAVE COMPLETED MY COURSE","2024-03-19 10:18:12.626618","parent"
"120","1","When was the las activity that you held so that we can see","2024-03-19 10:18:53.717877","parent"
"121","1","hye chat, i was wondering if there is a way i can inform teh teacher im not coming to class next week?","2024-03-19 10:19:28.025063","parent"
"122","1","hey chat, what can of reasons are suitable for me not comign to class nebxt week? is there any appropriate reasons","2024-03-19 10:19:53.271583","parent"
"123","1","the next performance is next month, how can i tell if im not coming, like what is deadlien","2024-03-19 10:20:22.197769","parent"
"124","1","can i know if you already have the solution for me to tell my teacher that im not coming","2024-03-19 10:24:13.042925","parent"
"125","1","Need help with my account. Can you assist?","2024-03-19 10:31:20.206487","parent"
"126","1","Notifying the teacher if late?","2024-03-19 10:31:33.609535","parent"
"127","1","Hi there, I seem to be having trouble accessing my account. Can you help me troubleshoot?","2024-03-19 10:31:46.146439","parent"
"128","1","Is there a discount for group lessons? because my friends are quite interested in it and i just wanna help haha","2024-03-19 10:32:18.250295","parent"
"129","1","Is there a dress code for classes or performances?  quite lazy to yknow wear shoes and collared shirts and stuff","2024-03-19 10:32:40.573002","parent"
"130","1","What's the protocol for informing the teacher if I can't make it to class? is tehre a feature for this","2024-03-19 10:33:39.645604","parent"
"131","1","do i need to pass a certain stage in the book for me to tak eexam","2024-03-19 10:34:10.116769","parent"
"132","1","how can i tak exam","2024-03-19 10:34:15.257443","parent"
"133","1","ak e exam without notifying teacher","2024-03-19 10:34:23.251781","parent"
"134","1","can  i take exam without notifying the teacher","2024-03-19 10:34:35.360950","parent"
"135","1","i want EXAMMM I NEED EXAMMMMM\","2024-03-19 10:34:43.842591","parent"
"136","1","Ar3 th3r3 @ny pr3r3qu1$1t3$ f0r $p3c1f1c c0ur$3$?","2024-03-19 10:35:04.122183","parent"
"137","1","Wh@t $h0uld 1 d0 1f 1'm g01ng t0 b3 l@t3 f0r my $ch3dul3d l3$$0n?","2024-03-19 10:35:12.703742","parent"
"138","1","will the teacher see if im not able to go to school","2024-03-19 10:36:48.427403","parent"
"139","1","or class","2024-03-19 10:36:51.158065","parent"
"140","1","is there any way for me to convey a message to the teacher that i will not be able to attend any classes for this month or?","2024-03-19 13:35:43.338608","parent"
"141","1","hello chat, is there anything that you can help me to see who is teaching my children/ liek the teacher's names? maybe i can montior tehir progress","2024-03-19 13:36:54.464228","parent"
"142","1","how can i monitor my child's progress on how many topics they have covered by the teacher","2024-03-19 13:37:16.203153","parent"
"143","1","can i see","2024-03-19 13:37:21.349299","parent"
"144","1","i wanna montior my children's progress where can i see?","2024-03-19 13:40:44.331066","parent"
"145","1","are tehre any performances that i can see or any UPCOMING PERFORMNACES? FOR MY CHILDREN OR FOR THE STUDENTS","2024-03-19 13:41:42.872640","parent"
"146","1","I WANNA SEE SOME AACTIVITIESSSS WHEREEE","2024-03-19 13:41:53.767092","parent"
"147","1","WHAT MORE CAN I SEE IN THIS SYSTEM?","2024-03-19 13:42:28.540804","parent"
"148","1","home works  are given and thebstundet will be evaluated during classes right?","2024-03-19 13:43:23.319623","parent"
"149","1","hwo to see if i already had paid this month's fees? can isee","2024-03-19 13:44:20.596194","parent"
"150","1","can i pay per month or a few months in advance regarding the school fees?","2024-03-19 13:45:30.713093","parent"
"151","1","becasue im quite excited to start my classes","2024-03-19 13:45:42.668700","parent"
"152","1","Can i request to not to attend class next week?","2024-03-19 13:46:12.527740","parent"
"153","1","is there a way not to attend?","2024-03-19 13:46:20.675838","parent"
"154","1","may i know if tehre will  be annouuncement regarding media activities and what not from the school","2024-03-19 13:54:40.990514","parent"
"155","1","so media activiteieess and performances, recitals are form the school right and it is EVENTS","2024-03-19 13:55:19.260192","parent"
"156","1","is there any way i can reach ouut to the staff i need help with my account and other related queires","2024-03-19 13:55:40.403910","parent"
"157","1","i wan tto query a staff regarding tsome questions about the classes pelase","2024-03-19 13:56:06.186303","parent"
"158","1","do you know how many books is it required to fninish a whole guitar course?","2024-03-19 14:11:20.961573","parent"
"159","1","whether if it is electric or acoustic or whatever","2024-03-19 14:11:35.682275","parent"
"160","1","can i skip some songs","2024-03-19 14:11:43.546334","parent"
"161","1","if payments are delayed will if affect my child's classes","2024-03-19 14:12:05.009500","parent"
"162","1","can teacher's view my current progress? HOW ARE MY PROGRESS UPDATESDD///??","2024-03-19 14:12:25.428005","parent"
"163","1","IF TEHRE ISD A PUBLIC HOLIDAY, WILL THERE BE A REPLACEMENT CLASS HELD BY THE TEACHER","2024-03-19 14:20:47.759926","parent"
"164","1","I need technical support for an inquiry that i believe you wont be able to handle","2024-03-19 14:21:10.701896","parent"
"165","1","can i knwo if there are any available staff now","2024-03-19 14:21:25.129470","parent"
"166","1","What are your course offerings? are there multiple courses that students can enroll??? may i know","2024-03-19 14:35:27.776311","parent"
"167","1","is there tech support for this. im not sure how to go teh teachers attendance information","2024-03-19 14:36:05.674283","parent"
"168","1","may i know how to liek know where casn i go to the progress view because i wanna know ow my kids progress is","2024-03-19 14:36:50.559981","parent"
"169","1","is there a way i can inform the academy that my payments might be slow?","2024-03-19 14:37:14.639353","parent"
"170","1","i wanna tell the academy that i might nto be able to pay this month. can i get a staff?","2024-03-19 14:37:45.190048","parent"
"171","1","can itell a staff that i might not bepaying this month","2024-03-19 14:38:01.655649","parent"
"172","1","pelasew,  i wanna tell a staff that i am not able to pay the exam fees on time.","2024-03-19 14:38:28.154706","parent"
"173","1","may i inform the teacher how to reschedule the class?","2024-03-19 14:38:45.210032","parent"
"174","1","can i contact the staff if i am unable to pay next month's fees due to financial issues","2024-03-19 14:39:09.428465","parent"
"175","1","H0w d0 1 1nf0rm th3 t34ch3r @b0ut my @tt3nd@nc3?","2024-03-19 14:41:07.847114","parent"
"176","1","H0w d0 1 1nf0rm th3 t34ch3r @b0ut my @tt3nd@nc3?","2024-03-19 14:41:08.298452","parent"
"177","1","how can i know if my attendacnce reason is approved or not from the teacher?","2024-03-19 14:41:36.602842","parent"
"178","1","do you have anywhere that i can lodge a complain regarding anything academy-relaetd quueries?","2024-03-19 14:49:18.631693","parent"
"179","1","is tehre any way i can retrieve information about the drums class","2024-03-19 14:49:56.315503","parent"
"180","1","can i know if i could yknow obtain more info on my son's pogress? hwo can i know if he is eligible for exam?","2024-03-19 14:51:25.318531","parent"
"181","1","can i knwo if the absence reason is alredy approved by the teacher","2024-03-19 14:52:25.020805","parent"
"182","1","pelase can i know when is the lst date i can pay for teh class monthly feees?","2024-03-19 14:52:52.449461","parent"
"183","1","is there a way for me to ensure that attendance is throughly approved by the teacher","2024-03-19 15:13:59.401581","parent"
"184","1","hello chat, is there any waay i can know how to make sure that my attendance reason ahs reached the teacher? thansk chat","2024-03-19 15:41:57.604481","parent"
"185","1","can i know  what activities that my children will be having this upcoming month? or will it be notfiied later","2024-03-19 15:47:13.961934","parent"
"186","1","may i know if there are any announcements that the academy will give in the ssytem?","2024-03-19 15:47:47.044913","parent"
"187","1","ACADEMY WILL ANNOUNCE UPCOMING EVENTS OR NOT","2024-03-19 15:48:07.089706","parent"
"188","1","IS THERE A CALDENDAR THAT WE CAN VIEW TO SEE OR ANY EVENTS OR PERFORMANCES","2024-03-19 15:48:26.302408","parent"
"189","1","PLEASE I JUST WANNA SEE MY SON PERFORM. CAN I DEAL WITH THE TEACHER SO THAT MY SON CAN PERFORM?","2024-03-19 15:48:55.128634","parent"
"190","1","i want to register a new student, can i register here","2024-03-19 15:53:28.648837","parent"
"191","1","i think i have to reach out to staff?","2024-03-19 15:53:45.941314","parent"
"192","1","where can i update any info regarding my CHILDREN?","2024-03-19 15:55:20.142269","parent"
"193","1","can i know what are the pros and cons in enrolling multiple courses here at the academy? IF YOU KNOW MAYBE ITS GOOD SINCE I WANT TO ASWELL","2024-03-19 15:56:38.440201","parent"
"194","1","is there any way for me to connect to a staff to ask about student enrollments?","2024-03-19 15:57:06.296930","parent"
"195","1","any way i can inform teacher about absences","2024-03-19 15:58:15.055110","parent"
"196","1","how can i ask the staff if tehre is any way i can ask them?","2024-03-19 15:58:53.339558","parent"
"197","1","I WAS WONDERING HOW LONG WOULD IT TAKE FOR ME TO TAKE AN EXAM AFTER COMPLETING A BOOKK PLLEASE","2024-03-19 15:59:16.055386","parent"
"198","1","WHEN WILL THE NEXT RECITAL BE? WILL IT BE NOTIFIED HERE?","2024-03-19 15:59:57.549640","parent"
"199","1","I NEED UPCOMING ACTIVITIES PLEASEEEEE","2024-03-19 16:02:23.041398","parent"
"200","1","HOOK ME UP TO ONE OF YOUR STAFFS I NEED TO SPEAK TO THE LAD","2024-03-19 16:02:37.834984","parent"
"201","1","A WAY FOR ME TO PASS  ALL THE REQUIREMENS TO TAKE  UP AN EXAM","2024-03-19 16:04:30.672714","parent"
"202","1","AFTER ICOMPLETED A BOOK AND FINISHED MY EXAM, CAN I  ENROLL TO ANOTHER COURSE? HOW CAN I DO THAT","2024-03-19 16:05:03.139103","parent"
"203","1","CAN I SPEAK TO ONE OF THE STAFFS?","2024-03-19 16:05:24.366787","parent"
"204","1","close on public holidays?","2024-03-19 16:06:01.381516","parent"
"205","1","ARE THERE ANY REQUIRED CLOTHING TO WEAR  AT A PERFORMANCE OR WHATNOT","2024-03-19 16:06:16.077517","parent"
"206","1","how long will  my absence be approved byteacher i have to knwwww","2024-03-19 16:16:35.253101","parent"
"207","1","CAN CHECK WHETHER ATTENDANCE IS TAKEN  BY TEACHER SO I CAN REFER IT AGAIN LATERR@@??","2024-03-19 16:17:27.317301","parent"
"208","1","whats your name","2024-03-19 16:17:33.136697","parent"
"209","1","are you A.I.?","2024-03-19 16:17:37.677999","parent"
"210","1","WOW A CHATBOT NEVER THOGUHT I WOULD SEE  ONEBEFORE HAHAHA","2024-03-19 16:17:53.927916","parent"
"211","1","wuite excited to inquire more about teh academy","2024-03-19 16:18:18.942597","parent"
"212","1","can replacement classes be done here i the system?","2024-03-19 16:18:32.357468","parent"
"213","1","i want to ask the teacher minimum requirements that is needed to take exam","2024-03-19 16:18:58.101507","parent"
"214","1","dress code while going to classes?","2024-03-19 16:19:15.455033","parent"
"215","1","this is amazing i cant wait to perform in the next events.","2024-03-19 16:19:31.559648","parent"
"216","1","can icheck whatis the current info that is registered under my child's name","2024-03-19 16:20:00.083316","parent"
"217","1","where can i go TO VISITI DETHE INFO SO I CAN MAKE SURE EVERY INFO IS RUNNING SMOOTHLY","2024-03-19 16:20:24.293156","parent"
"218","1","PLEASE LET ME HAHAHAA I WANNA SEE","2024-03-19 16:20:41.156407","parent"
"219","1","are tehre limits to how i can ask from you because you seem friendly","2024-03-19 16:21:33.430413","parent"
"220","1","i wanna sk regarding any replacements? should i ask staff or teacher?","2024-03-19 16:21:54.710470","parent"
"221","1","can i contact the teacher or no or i have to call using phone","2024-03-19 16:22:56.749479","parent"
"222","1","i need input on how the piano course is available","2024-03-19 16:23:18.749934","parent"
"223","1","is tehre a reason why i have to see a good progress before taking up exam","2024-03-19 16:23:37.282215","parent"
"224","1","can i take SWQ AN EXAM NOW","2024-03-19 16:23:49.166980","parent"
"225","1","can i see whether my child is eligible for an exam?","2024-03-19 16:24:30.945096","parent"
"226","1","how many months can i keep on continuing for any non-payments done for this class?","2024-03-19 16:25:10.094960","parent"
"227","1","are paymeents done by the end of the month?","2024-03-19 16:28:47.070172","parent"
"228","1","can i pay by at tTHE EALY MONTH BECAUS ETHATS WHEN MY SALARY IS AVAILABLE THANSK","2024-03-19 16:29:11.267239","parent"
"229","1","any way i can seee and review or maybe see any activities that my child will be involved later? this month or upcoming months","2024-03-19 16:44:58.004658","parent"
"230","1","will i receive any receipt or noti that payments have been made","2024-03-19 16:45:26.118410","parent"
"231","1","i  wanna pay please pelase for my kids theyre haveinng a great time here at the academy","2024-03-19 16:45:45.714758","parent"
"232","1","can i chat to a staff? i know a staff named ally here in the school. can you connect me","2024-03-19 16:46:30.330650","parent"
"233","1","i need staff bro so that i can settle out any enrollment issues here pelase","2024-03-19 16:46:48.790175","parent"
"234","1","CAN I CONNECT TO STAFF FOR INQUIREIS","2024-03-19 16:47:12.877574","parent"
"235","1","can i know the current course and book that my son is currently at? i need TO LOOK U PO AT HIS PROGRESS 43","2024-03-19 16:49:44.108754","parent"
"236","1","3R2DEQWRF NEW HERE","2024-03-19 16:49:56.163949","parent"
"237","1","Is there a way for me to knwo the current progress of my son?","2024-03-19 16:50:35.066261","parent"
"238","1","navbar side huh new here","2024-03-19 16:50:46.091285","parent"
"239","1","ohh i see i have to go to the other activities alright then","2024-03-19 16:51:29.324242","parent"
"240","1","i need to know more about the upcomign activity that i am doing, or my son is involving please","2024-03-19 16:51:55.413516","parent"
"241","1","any way i can KNOW WHERE MY SON'S PROGRESS IS?","2024-03-19 16:52:21.390497","parent"
"242","1","DO i really have to upload attendance reason to the teacher if i am unable to attend class","2024-03-19 16:52:52.848726","parent"
"243","1","if i cant attend any performances, when SHOUL DI INFORM THE ACADEMY","2024-03-19 16:53:14.233874","parent"
"244","1","AHAHFNEFEFE NEW HERE I NEED TO EW KNOW MORE ON THE COURSES THAT YOU HAVE","2024-03-19 16:53:33.552932","parent"
"245","1","I STHERE A WAY THAT YOU CAN IMPLEMENT ANY TECHNIQEUS FOR THIS","2024-03-19 16:54:03.352010","parent"
"246","1","hELLO IS THERE ANY INQQUIRIES THAT I COULD GET FROM ASKING YOU REGARDING ANY COUURSES INFORMATION?","2024-03-19 16:58:44.256059","parent"
"247","1","i need more information on billing proceduuures? i just pay or how can i select","2024-03-19 16:59:10.599160","parent"
"248","1","i wanna know more on schdeuling kike, can  the teacher replace class if we re not able to attend or vice versa","2024-03-19 17:00:40.067357","parent"
"249","1","can i know what otehr course offerings beside guitar that you have pelase","2024-03-19 17:02:50.266475","parent"
"250","1","Pleasee when is the next  eventt?? i have to prepare quicklyyyyy","2024-03-19 17:03:21.592446","parent"
"251","1","i need help. who cani contact? can hook me up with a saff? are the  blokes friendly innit?","2024-03-19 17:04:24.416806","parent"
"252","1","How do i even make payemnts adn bills here?  and if i had paid here i dont have to meet face to face to inform the staff that I  had paid?","2024-03-20 00:59:25.801672","parent"
"253","1","once i have submitted attendance for reqquest, i dont have to send and inform the teacher again for attendance right?","2024-03-20 01:00:52.473428","parent"
"254","1","do you know what its like to yknow enroll to muLTIPLE COURSES YA LADDIE HAHAA $","2024-03-20 01:03:29.534104","parent"
"255","1","May i knwo  if tehre is any way for me to enroll to another course now since i have completed my couurse? i wanna go for another classsss","2024-03-20 01:29:54.925235","parent"
"256","1","do you have any  ideas how can i uplaod attendances as well as making payments?","2024-03-20 02:15:42.253708","parent"
"257","1","Please help me to pay stuff i mean fees for this month and i want to inofmr the teaacher about classes next week becausue my child is unable to attend next week","2024-03-20 02:47:56.397231","parent"
"258","1","is there a way i can know how to like what activites that my child will be involving for this month and upcoming months? will the academy update them","2024-03-20 02:54:38.245020","parent"
"259","1","si tehre any way for me to view paid fees? i dont remember  if i had paid","2024-03-20 02:55:28.707577","parent"
"260","1","How can I enroll in a course? that i am certainly interedtesd in","2024-03-20 03:08:24.299449","parent"
"261","1","i have issues with monthly fees last month, i already paid but it still shows unpaid. how cani resolve this?","2024-03-20 03:14:11.227731","parent"
"262","1","i already paid for fees but it still doesnt show up and writes down unpiad help","2024-03-20 03:23:16.977389","parent"
"263","1","Can i know what more courses that you provide? my other son seems want to join","2024-03-20 03:23:40.655733","parent"
"264","1","cann i please know if tehre is any way i could know that next event s when","2024-03-20 03:24:15.977560","parent"
"265","1","can i pelase know how to enroll new course?","2024-03-20 03:25:13.232737","parent"
"266","1","what offers do you provide/ quite interested for tis efstvie season","2024-03-20 03:27:19.005268","parent"
"267","1","is there anyway for me to know how many students are registered under my name?","2024-03-20 03:29:15.756176","parent"
"268","1","any homeworksd will be evaluated during class right? i just wanna know","2024-03-20 03:29:38.137030","parent"
"269","1","fi a student manage to complete a topic, they will be given a pass from their teacher? to increase progress?","2024-03-20 03:30:00.809448","parent"
"270","1","this can help to fasten them to take exam?","2024-03-20 03:30:18.151522","parent"
"271","1","when will the next performance be? during next festivities? can i enroll? 4csdvs","2024-03-20 03:30:54.211150","parent"
"272","1","i am wodnerign how do you guys run this academy bro insane","2024-03-20 03:31:08.712290","parent"
"273","1","i just wanna know if  there  any support because mny accoutnis quite buggy","2024-03-20 03:31:31.515129","parent"
"274","1","What are your course offerings? may i knoww","2024-03-20 03:32:28.680320","parent"
"275","1","OMG, I totally forgot my password and now I can't log in. Can you help me reset it?","2024-03-20 03:34:37.565949","parent"
"276","1","Ugh, I keep getting this error when I try to access my account. Can you assist me with troubleshooting?","2024-03-20 03:34:47.572291","parent"
"277","1","Is there any way I can get an overview of all the courses offered? I'm interested in exploring different options before I make a decision.","2024-03-20 03:34:58.948330","parent"
"278","1","My kid is super excited about the upcoming performance, but we might have a scheduling conflict. How do we notify the academy if we can't make it?","2024-03-20 03:35:45.343353","parent"
"279","1","Can you help me understand how attendance is taken and recorded by the teacher? Ivf want to make sure my child's attendance is properly documented. ya laddieeeee","2024-03-20 03:36:03.048358","parent"
"280","1","can i seeeeeeeiftehre is   a way to know about enrollemnts for toher courses? whtehr individual or groups","2024-03-20 03:36:29.174039","parent"
"281","1","OMG, I totally forgot about the upcoming performance! Can you remind me of the date and time, and also if there are any dress code requirements?","2024-03-20 03:42:04.593591","parent"
"282","1","I have a question about the course materials for the advanced level classes. Are they provided digitally, or do I need to purchase physical textbooks?","2024-03-20 03:42:46.502698","parent"
"283","1","Hi! I'm interested in enrolling my child in the beginner's course for violin. Can you tell me if there are any prerequisites they need to meet before joining?","2024-03-20 03:42:57.815435","parent"
"284","1","Hey, I'm having trouble accessing the accout. Every time I try to log in, it says my account is suspended. Can you help me resolve this issue? pls","2024-03-20 03:43:30.574368","parent"
"285","1","Are there any staff members available for assistance?","2024-03-27 21:21:07.000000","parent"
